"NC Code
(7-stellig)","NC Code
(5-stellig)",NC-Bezeichnung,"Raum-
bezeichnung",Raumtyp,"Anzahl
Räume
(Summe)","230 V, 16 A","230 V, 32 A","NEA 230 V, 16 A",400 V / 16 A,400 V / 32 A,400 V / 63 A,NEA (400V/16A) PHYF,EDV RJ45,PE Erdungsschiene,Strombedarf (Leist.) in kW,Strombedarf (Gleichzeitigkeit) in kW,Steckdosen 230V 16A,Steckdosen 400V 16A,sep. Kreislauf,EDV (RJ45),USV,Not-Aus,SI,Schalter,Pot.-Ausgleich,Leistungsstabilität,Überspannungsschutz,Druckluft (CA),Stickstoff (N2),Kohlenstoffdioxid (CO2),Reinstgase nicht näher genannt ,Schutzgas nicht näher genannt Ringleitung (Druckminderer),Vakuum,CA-Netz,SA,Propan,N² (fl.),H² (fl.),LPG,Butan,Methan,CA+,N² (Gas),He,Ar,CO²,O²,H² (gas),C2H2,Zahl,C2H4,(CN)2,Kr,Lachgas,Ne,NH3,Xe,lokal Medien,Laborwasser kalt,Laborwasser warm (Durchlauferhitzer),VE-Wasser,Reinstwasser,Laborabwasser,Kühlwasser Vor- und Rücklauf,Zisternenwasser,Eismaschine (inklusive Abwasser),WNC,WNH,WPC,WPH,WDC,WDH,RW,KWV,KWR,Dampf,Abwasser,Abluft Abzug 480 m³/h,Punktabsaugung 100 m³/h,Schnüffelabsaugung 25 m³/h,Pumpenabluft für Vakuumpumpen (z.T. mit Öl kontaminiert) 5m³/h,Gefahrstoffunterschrank unter Abzug 3 m³/h (24-h-Abluft),Gefahrstoffschrank 60 m³/h (24-h-Abluft),Gefahrstoffschrank 60 4 m³/h (24-h-Abluft) ,Gefahrstoffschrank 90 7 m³/h (24-h-Abluft) ,Gefahrstoffschrank 120 10 m³/h (24-h-Abluft) ,LAN / Daten Geschwindigkeit in Mbit/s,"Mindest-
fläche
m²",Mindesthöhe,"Zugangs-
bereich","Platzierungs-
beschränk.","Tragfähigkeit
Boden","Vibrations-
dämpfung",Status,Raumbeschreibung
3411102,34111,Elektroniklabor mit RLT 2,Ätzraum,Wphy_03,1,20,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0,0,0,2,0,0,0,0,,,,,,,,Zu Erledigen,
3421101,34211,Physiklabor (einfaches physikalisches Messlabor),Separater Auswerte- und Steuerarbeitsplatz,A.1,1,20,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3421102,34211,Physiklabor (einfaches physikalisches Messlabor),Robotiklabor,F.4,5,32,0,0,0,0,0,0,8,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3421103,34211,Physiklabor (einfaches physikalisches Messlabor),Labor einfach,L.2,8,26,0,0,3,1,0,1,6,1,,,,,,,,,,,,,,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,2,0,0,,,,,,,,,,,,0,0,0,2,0,0,0,0,1,,,,,,,,Zu Erledigen,
3421104,34211,Physiklabor (einfaches physikalisches Messlabor),Nutzerwerkstatt,N.1,3,20,0,0,2,2,0,0,4,2,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3421105,34211,Physiklabor (einfaches physikalisches Messlabor),Chemielab 2,TL_01,1,39,0,0,1,0,0,0,3,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,,,,,,,,,,,,1,0,0,0,2,0,0,0,0,,,,,,,,Zu Erledigen,
3421106,34211,Physiklabor (einfaches physikalisches Messlabor),Robotik Lab 1,TL_02,1,55,0,0,0,0,0,0,15,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3421107,34211,Physiklabor (einfaches physikalisches Messlabor),Biologie Lab 1,TL_04,1,65,0,0,2,0,0,0,3,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,0,2,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3421108,34211,Physiklabor (einfaches physikalisches Messlabor),Sport Lab 1 / Medizin Lab 1,TL_05,1,73,0,0,1,0,0,0,5,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3421109,34211,Physiklabor (einfaches physikalisches Messlabor),Physik Lab 3,TL_06,1,35,0,0,1,0,0,0,3,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3421110,34211,Physiklabor (einfaches physikalisches Messlabor),Physik Lab 2,TL_07,1,44,0,0,1,0,0,0,12,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,,,,,,,,,,,,1,0,0,0,2,0,0,0,0,,,,,,,,Zu Erledigen,
3421201,34212,Physiklabor mit bes. Anforderungen,Physiologielabor,F.5,8,27,0,1,1,0,0,0,8,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3421202,34212,Physiklabor mit bes. Anforderungen,Psychophysik Dunkelraum,F.6,3,19,0,1,1,0,0,0,6,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3421203,34212,Physiklabor mit bes. Anforderungen,Psychophysik Dunkelraum,F.6.2,2,21,0,1,1,0,0,0,6,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,2,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3421204,34212,Physiklabor mit bes. Anforderungen,Psychophysik AG Engelmann Dunkelraum,F.6.3,2,19,0,1,1,0,0,0,6,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3421205,34212,Physiklabor mit bes. Anforderungen,Separater Auswerte- und Steuerarbeitsplatz,F.8,11,20,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3421206,34212,Physiklabor mit bes. Anforderungen,Separater Auswerte- und Steuerarbeitsplatz klein,F.8,1,20,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3421207,34212,Physiklabor mit bes. Anforderungen,Separater Auswerte- und Steuerarbeitsplatz,F.8.1,2,40,0,0,0,0,0,0,10,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3421301,34213,Physiklabor mit besonderen RLT Anforderungen,Messraum Typ 2 REM/TEM Dunkelraum,F.7.1,1,36,0,0,1,0,0,0,10,0,,,,,,,,,,,,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3421302,34213,Physiklabor mit besonderen RLT Anforderungen,Messraum Typ 1 Konfokalmikroskopie Fluoreszenzmikroskopie Dunkelraum,F.7.2,4,36,0,0,1,0,0,0,8,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3421303,34213,Physiklabor mit besonderen RLT Anforderungen,Messraum Typ 1 Mikroskopie Dunkelraum,F.7.3,4,31,0,1,1,0,0,0,8,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3421304,34213,Physiklabor mit besonderen RLT Anforderungen,Messraum Typ  Dunkelraum,F.7.5,1,25,0,1,2,0,0,0,4,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,2,0,0,0,,,,,,,,,,,,1,0,0,0,2,0,0,0,0,,,,,,,,Zu Erledigen,
3421305,34213,Physiklabor mit besonderen RLT Anforderungen,Messraum Typ 3 Dunkelraum,F.7.5,4,25,0,1,2,0,0,0,4,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,2,0,0,0,,,,,,,,,,,,1,0,0,0,2,0,0,0,0,,,,,,,,Zu Erledigen,
3421306,34213,Physiklabor mit besonderen RLT Anforderungen,Mikroskopieraum klein,FN.2.2.1,1,12,0,0,1,0,0,0,4,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3423101,34231,Physikalischer Meßraum mit besonderen RLT-Anforderungen,Laserlabor einfach,L.4,4,30,0,0,3,1,0,1,8,1,,,,,,,,,,,,,,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,2,0,0,,,,,,,,,,,,0,0,0,2,0,0,0,0,1,,,,,,,,Zu Erledigen,
3423102,34231,Physikalischer Meßraum mit besonderen RLT-Anforderungen,Praktikumsraum Laser,P.1,6,36,0,2,1,0,0,0,12,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3423201,34232,Physikalischer Meßraum mit besonderen RLT-Anforderungen und Medienversorgung,Labor hohe Anforderungen,L.1.1,6,26,0,1,3,1,0,1,6,2,,,,,,,,,,,,,,2,2,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,2,0,0,,,,,,,,,,,,0,0,0,2,0,0,0,0,1,,,,,,,,Zu Erledigen,
3423202,34232,Physikalischer Meßraum mit besonderen RLT-Anforderungen und Medienversorgung,Labor hohe Anforderungen Bodenplatte / Gründung,L.1.2,6,26,0,1,3,1,0,1,6,2,,,,,,,,,,,,,,2,2,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,2,0,0,,,,,,,,,,,,0,0,0,2,0,0,0,0,1,,,,,,,,Zu Erledigen,
3423203,34232,Physikalischer Meßraum mit besonderen RLT-Anforderungen und Medienversorgung,Laserlabor hohe Anforderungen Dunkelraum,L.3.1,4,34,0,1,3,1,0,1,10,2,,,,,,,,,,,,,,4,4,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,2,0,0,,,,,,,,,,,,0,2,0,2,0,0,0,0,1,,,,,,,,Zu Erledigen,
3423204,34232,Physikalischer Meßraum mit besonderen RLT-Anforderungen und Medienversorgung,Laserlabor hohe Anforderungen Bodenplatte / Gründung Dunkelraum,L.3.2,4,34,0,1,3,1,0,1,10,2,,,,,,,,,,,,,,4,4,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,2,0,0,,,,,,,,,,,,0,2,0,2,0,0,0,0,1,,,,,,,,Zu Erledigen,
3513101,35131,Chemisch-technisches Labor mit bes. RLT-Anforderungen,Labormodul 2-Achser Syntheselabor Typ I,1.1,4,44,0,10,8,1,0,0,7,0,,,,,,,,,,,,,,7,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,4,0,14,6,0,0,,,,,,,,,,,,3,1,5,0,6,1,0,0,0,,,,,,,,Zu Erledigen,
3513102,35131,Chemisch-technisches Labor mit bes. RLT-Anforderungen,Labormodul 2-Achser Syntheselabor Typ III,1.3,15,50,0,10,9,1,0,0,9,0,,,,,,,,,,,,,,10,0,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,4,0,18,12,0,0,,,,,,,,,,,,6,1,8,0,12,1,0,0,0,,,,,,,,Zu Erledigen,
3513103,35131,Chemisch-technisches Labor mit bes. RLT-Anforderungen,Praktikumssaal PC,8.1.1,1,172,0,4,18,0,0,0,7,0,,,,,,,,,,,,,,20,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,3,0,10,53,0,1,,,,,,,,,,,,0,0,20,0,26,4,0,0,0,,,,,,,,Zu Erledigen,
3513104,35131,Chemisch-technisches Labor mit bes. RLT-Anforderungen,Praktikumssaal BC,8.1.2,1,152,0,4,18,0,0,0,7,0,,,,,,,,,,,,,,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,3,0,8,48,0,1,,,,,,,,,,,,0,0,10,0,16,2,0,0,0,,,,,,,,Zu Erledigen,
3513105,35131,Chemisch-technisches Labor mit bes. RLT-Anforderungen,Praktikumssaal Synthese,8.2,3,190,0,4,14,0,0,0,8,0,,,,,,,,,,,,,,28,0,0,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,7,0,9,72,0,1,,,,,,,,,,,,26,0,28,0,52,3,0,0,0,,,,,,,,Zu Erledigen,
3513106,35131,Chemisch-technisches Labor mit bes. RLT-Anforderungen,Praktikumssaal allgemein,8.5,1,194,0,4,14,0,0,0,8,0,,,,,,,,,,,,,,22,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,7,0,9,60,0,1,,,,,,,,,,,,0,0,15,0,28,3,0,0,0,,,,,,,,Zu Erledigen,
3513107,35131,Chemisch-technisches Labor mit bes. RLT-Anforderungen,Lager,ZooSa.1,1,6,0,0,2,0,0,0,2,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,2,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3513108,35131,Chemisch-technisches Labor mit bes. RLT-Anforderungen,Lager Nasssammlung,ZooSa.1.1,1,6,0,0,2,0,0,0,2,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,2,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,19,,,,,,,,Zu Erledigen,
3513109,35131,Chemisch-technisches Labor mit bes. RLT-Anforderungen,Kühlraum / Kadaverraum,ZooSa.2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3513110,35131,Chemisch-technisches Labor mit bes. RLT-Anforderungen,Präparatorenwerkstatt,ZooSa.3,1,18,0,0,2,0,0,0,2,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,2,0,0,0,,,,,,,,,,,,1,0,0,0,2,0,0,0,0,,,,,,,,Zu Erledigen,
3513111,35131,Chemisch-technisches Labor mit bes. RLT-Anforderungen,Arbeitsraum Studierende (ehem.Tierhaltungsraum),ZooSa.4,1,36,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3521100,35211,Labor für analytische Arbeiten,"Flexraummodul (Messraum, Freezerraum, Spülküche) 1-Achser",4.1,20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3521201,35212,Labor für analytisch-/ präparativ-chemische Arbeiten mit RLT 1,Nasslabor 1 klein,F.1.1,2,20,0,2,2,0,0,0,8,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,,,,,,,,Zu Erledigen,
3521202,35212,Labor für analytisch-/ präparativ-chemische Arbeiten mit RLT 1,Nasslabor 2,F.2.1,34,20,0,2,2,0,0,0,6,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,0,0,0,,,,,,,,,,,,1,0,0,0,2,0,0,0,0,,,,,,,,Zu Erledigen,
3521203,35212,Labor für analytisch-/ präparativ-chemische Arbeiten mit RLT 1,Nasslabor 2 klein,F.2.1,1,20,0,2,2,0,0,0,6,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,0,0,0,,,,,,,,,,,,1,0,0,0,2,0,0,0,0,,,,,,,,Zu Erledigen,
3521204,35212,Labor für analytisch-/ präparativ-chemische Arbeiten mit RLT 1,Nasslabor 2,F.2.2,1,44,0,6,2,0,0,0,14,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,0,0,0,,,,,,,,,,,,1,0,0,0,2,0,0,0,1,,,,,,,,Zu Erledigen,
3521205,35212,Labor für analytisch-/ präparativ-chemische Arbeiten mit RLT 1,Nasslabor 2 groß,F.2.2,13,44,0,6,2,0,0,0,14,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,0,0,0,,,,,,,,,,,,1,0,0,0,2,0,0,0,1,,,,,,,,Zu Erledigen,
3521206,35212,Labor für analytisch-/ präparativ-chemische Arbeiten mit RLT 1,Nasslabor 2 groß,F.2.2.1,2,44,0,6,2,0,0,0,14,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,0,0,0,,,,,,,,,,,,2,0,0,0,4,0,0,0,1,,,,,,,,Zu Erledigen,
3521207,35212,Labor für analytisch-/ präparativ-chemische Arbeiten mit RLT 1,Nasslabor 2 groß Ökologie,F.2.2.1,2,44,0,6,2,0,0,0,14,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,0,0,0,,,,,,,,,,,,2,0,0,0,4,0,0,0,1,,,,,,,,Zu Erledigen,
3521208,35212,Labor für analytisch-/ präparativ-chemische Arbeiten mit RLT 1,Zellkultur 1,F.3.1,6,19,0,1,2,0,0,0,4,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,2,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,Zu Erledigen,
3521209,35212,Labor für analytisch-/ präparativ-chemische Arbeiten mit RLT 1,Zellkultur,F.3.2,1,17,0,1,2,0,0,0,2,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,2,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3521210,35212,Labor für analytisch-/ präparativ-chemische Arbeiten mit RLT 1,Zellkultur 1 groß,F.3.2.1,1,41,0,3,2,0,0,0,8,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,2,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,Zu Erledigen,
3521211,35212,Labor für analytisch-/ präparativ-chemische Arbeiten mit RLT 1,Sterilbankraum,FN.4.2.1,1,14,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3521212,35212,Labor für analytisch-/ präparativ-chemische Arbeiten mit RLT 1,Labor präparativ / Chemisch,L.5,4,33,0,1,2,1,0,1,8,1,,,,,,,,,,,,,,6,6,0,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,4,0,0,,,,,,,,,,,,2,1,0,2,2,0,0,0,1,,,,,,,,Zu Erledigen,
3521213,35212,Labor für analytisch-/ präparativ-chemische Arbeiten mit RLT 1,Chemielab 3,TL_01,1,39,0,0,1,0,0,0,3,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,,,,,,,,,,,,1,0,0,0,2,0,0,0,0,,,,,,,,Zu Erledigen,
3521214,35212,Labor für analytisch-/ präparativ-chemische Arbeiten mit RLT 1,Labor 1,TL_03,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3521301,35213,Labor für analytisch-/präparativ-chemische Arbeiten mit RLT 2,Gefahrstofflagermodul 1-Achser halb (Stinkraum),6.1,6,7,0,2,2,0,0,0,1,0,,,,,,,,,,,,,,2,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,6,2,0,0,,,,,,,,,,,,1,1,1,0,2,3,0,0,0,,,,,,,,Zu Erledigen,
3521302,35213,Labor für analytisch-/präparativ-chemische Arbeiten mit RLT 2,Gefahrstofflager 2-Achser (Stinkraum),8.4,1,50,0,10,13,0,0,0,8,0,,,,,,,,,,,,,,13,0,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,26,0,0,26,16,0,0,,,,,,,,,,,,8,3,8,0,16,5,0,0,0,,,,,,,,Zu Erledigen,
3521303,35213,Labor für analytisch-/präparativ-chemische Arbeiten mit RLT 2,Gefahrstofflagermodul  1-Achser (Stinkraum) Keller,L1.2,1,21,0,6,7,0,0,0,3,0,,,,,,,,,,,,,,5,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,0,0,12,6,0,1,,,,,,,,,,,,3,1,3,0,6,3,0,0,0,,,,,,,,Zu Erledigen,
3531101,35311,Labor mit Medienversorgung,Spülküche S1/S2,FN.1.2,4,24,0,2,4,0,0,0,6,0,,,,,,,,,,,,,,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,0,5,2,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3531102,35311,Labor mit Medienversorgung,Spülküche S1/S2,FN.1.2,1,24,0,2,4,0,0,0,6,0,,,,,,,,,,,,,,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,0,5,2,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3531103,35311,Labor mit Medienversorgung,Spülraum,FN.1.2.1,1,21,0,2,3,0,0,0,4,0,,,,,,,,,,,,,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,0,6,1,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,Zu Erledigen,
3531104,35311,Labor mit Medienversorgung,Geräteraum 01,FN.4.1,2,38,0,0,1,0,0,0,8,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3531105,35311,Labor mit Medienversorgung,Geräteraum 01 klein,FN.4.2,22,20,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3531106,35311,Labor mit Medienversorgung,Geräteraum 02,FN.4.3,1,20,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3531107,35311,Labor mit Medienversorgung,Geräteraum 02 klein,FN.4.4,2,10,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3531108,35311,Labor mit Medienversorgung,Lehr-Lern-Labor Didaktik,L.7,1,73,0,0,1,0,0,0,11,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3531109,35311,Labor mit Medienversorgung,Geräteraum,N.2.1,1,38,0,0,1,0,0,0,10,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3531110,35311,Labor mit Medienversorgung,Geräteraum,N.2.2,4,20,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3531111,35311,Labor mit Medienversorgung,Geräteraum klein,N.2.3,1,20,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
